theta1	omega1	alpha1	theta2	omega2	alpha2
3.184806166209608325e+00	-1.101095648552438133e+00	-2.328488113001598236e+01	1.215430712131427171e+00	-4.342309314471303416e+00	-2.501037969102231173e+01
2.014327721885196265e+00	-6.287072147625312191e-01	-3.312692333951239299e+00	-1.784236310058131547e+00	-3.269101227011419919e+00	-3.743232136689260869e+01
3.081712758158817955e+00	-9.289759783810384031e-01	-1.103324916188822158e+01	3.278003240454600675e+00	-2.199825132322668964e+00	-8.987638628511049887e-01
2.958536764721954260e+00	-1.116449131302857056e+00	-1.786254176839383589e+01	1.316849869119603333e+00	-4.565682798598525771e+00	5.267218585266224551e-01
2.354009751272712059e+00	-5.717840119838049073e-01	-1.358263016019559011e+01	2.537493068179946576e+00	-4.093446031196277701e+00	-1.141931342753250256e+01
3.289430658154339326e+00	1.114941950875835364e+00	-7.631539475416111884e+00	3.067508894731112434e+00	-3.970117551967684122e+00	-3.921139910317582888e+01
3.356056658917088154e+00	-6.754541525525672441e-01	-5.987043722797062095e+00	1.245204606718288254e+00	-2.683171327889285251e+00	-2.222331728296367004e+01
2.182637612248713221e+00	-3.152574451291960678e-01	-6.598790361520854297e+00	4.011644443942050664e+00	-3.716940882906108801e+00	-2.196008003367880690e+01
3.533964126511945469e+00	-1.354921395816773400e+00	-1.506488467543814025e+01	-4.797438883555545930e-01	-6.013665782733353282e+00	-5.180017361718918778e+01
2.710048648842307450e+00	-4.378482339447971605e-01	-1.057726463800761785e+01	3.958290534421552209e+00	-4.514241502367874581e+00	-1.025376132448000632e+01
3.084858902402525693e+00	7.777893387495899979e-01	-8.352492258597855823e+00	3.373074925299934357e+00	-3.759912301706450855e+00	-3.195977690257260306e+01
2.375179986938771748e+00	-1.018090880726690850e+00	1.176183858246915293e-02	3.555338108498459881e+00	-3.887268791752891417e+00	2.991386757485869907e-01
2.306019262485742516e+00	-2.724367839117220136e+00	-1.189121391110362858e+01	-6.292807787888071713e-01	-1.638351551264730865e+00	-2.683497150193219483e+01
3.182826417885781023e+00	-1.613061251865698598e+00	-1.617645301901220733e+01	3.283228516479035797e+00	-1.075048980527026909e+00	-7.159714777146593434e+00
2.243703197793570858e+00	-1.093882957041446113e+00	-2.367966966068952850e+00	-2.811543176952639556e+00	-3.537004402759947652e+00	3.921351400504644147e+00
2.620599171362464119e+00	-3.553583722333039097e-01	-6.826164269761727965e+00	-2.727733766640901170e+00	-3.692677606924859912e+00	-2.611249076797040303e+01
